1, -2.716884, -0.291038, 0.386991
2, -2.515960, -0.272742, 0.422926
3, -2.496996, -0.267808, 0.362168
4, -3.024839, -0.320919, 0.368692
5, -2.763097, -0.292737, 0.328538
6, -2.346987, -0.251180, 0.329623
7, -2.936751, -0.309267, 0.311846
8, -3.520596, -0.368441, 0.327629
9, -2.852069, -0.302399, 0.343849
10, -3.260797, -0.343567, 0.349751
11, -2.767078, -0.292032, 0.306481
12, -3.104928, -0.325700, 0.304148
13, -3.507395, -0.365559, 0.296392
14, -2.905469, -0.305293, 0.294919
15, -2.911822, -0.304422, 0.264802
16, -3.322258, -0.346899, 0.293461
17, -2.960211, -0.309450, 0.268582
18, -3.292173, -0.342549, 0.266642
19, -3.360461, -0.348698, 0.253032
20, -3.010679, -0.312600, 0.230649
21, -3.091700, -0.319762, 0.211840
22, -3.404047, -0.351082, 0.213549
23, -3.014526, -0.310330, 0.177552
24, -3.542832, -0.364947, 0.213276
25, -3.068383, -0.316873, 0.200687
26, -3.249032, -0.334745, 0.196837
27, -2.838954, -0.293313, 0.188343
28, -3.464488, -0.355483, 0.180684
29, -3.388293, -0.347661, 0.176634
30, -3.362657, -0.345083, 0.176343
31, -3.343266, -0.342270, 0.158874
32, -3.569551, -0.365231, 0.165517
33, -3.520756, -0.360104, 0.160575
34, -2.907774, -0.298234, 0.149127
35, -3.412589, -0.348739, 0.149599
36, -3.086055, -0.316149, 0.150877
37, -3.155065, -0.323299, 0.155854
38, -3.876417, -0.395099, 0.149149
39, -2.934410, -0.300618, 0.143548
40, -3.064745, -0.313249, 0.135490
41, -3.889382, -0.396204, 0.145322
42, -3.304169, -0.336978, 0.131220
43, -3.590483, -0.366444, 0.147909
44, -3.600743, -0.367562, 0.149752
45, -3.462639, -0.353767, 0.150057
46, -3.158507, -0.322397, 0.130926
47, -3.602851, -0.367125, 0.136799
48, -3.319153, -0.339066, 0.143012
49, -3.253351, -0.331683, 0.126957
50, -3.461357, -0.352837, 0.134032
51, -3.440134, -0.350830, 0.136334
52, -3.313112, -0.338174, 0.137255
53, -3.658208, -0.373676, 0.157098
54, -3.682201, -0.375595, 0.147497
55, -3.600070, -0.366740, 0.134654
56, -3.563513, -0.364470, 0.162377
57, -3.429906, -0.348915, 0.118483
58, -3.305129, -0.336515, 0.120051
59, -3.439932, -0.353917, 0.198470
60, -3.581165, -0.367590, 0.189469
61, -3.112836, -0.318390, 0.142134
62, -3.205468, -0.328521, 0.159492
63, -3.747073, -0.384588, 0.197621
64, -3.568898, -0.364768, 0.157557
65, -3.200767, -0.328272, 0.163912
66, -3.564508, -0.363899, 0.148958
67, -3.326688, -0.341690, 0.180425
68, -3.514178, -0.358178, 0.135206
69, -3.624992, -0.370718, 0.164376
70, -3.466805, -0.355125, 0.168895
71, -3.070169, -0.313561, 0.130891
72, -3.303496, -0.337868, 0.150368
73, -3.607161, -0.368275, 0.151181
74, -3.450286, -0.352662, 0.152672
75, -3.452610, -0.352934, 0.153453
76, -3.653560, -0.374804, 0.188966
77, -2.263671, -0.238355, 0.239760
78, -3.350682, -0.342893, 0.156498
79, -3.669636, -0.374563, 0.151989
80, -3.741074, -0.381316, 0.144180
81, -3.450649, -0.351406, 0.126826
82, -3.658530, -0.373499, 0.152919
83, -3.886931, -0.395617, 0.138474
84, -3.220875, -0.328678, 0.131812
85, -3.314983, -0.336831, 0.106648
86, -3.288477, -0.334602, 0.115076
87, -3.309612, -0.335287, 0.086506
88, -2.981337, -0.302664, 0.090606
89, -3.602065, -0.367238, 0.140631
90, -3.371139, -0.342391, 0.105536
91, -3.576696, -0.363937, 0.125357
92, -4.002295, -0.408017, 0.155754
93, -3.694895, -0.375002, 0.110250
94, -3.521739, -0.360269, 0.161900
95, -3.453610, -0.350776, 0.108298
96, -3.512405, -0.357943, 0.134056
97, -3.410847, -0.346375, 0.105816
98, -3.605188, -0.366194, 0.113506
99, -3.174885, -0.323501, 0.120240
100, -3.498136, -0.356059, 0.124901
101, -2.697604, -0.274179, 0.088379
102, -3.006503, -0.307578, 0.138546
103, -3.077521, -0.312830, 0.101555
104, -3.624740, -0.370022, 0.150969
105, -3.785567, -0.385920, 0.147269
106, -3.318605, -0.339204, 0.146860
107, -3.425882, -0.353738, 0.222988
108, -2.863002, -0.293688, 0.147747
109, -3.943526, -0.405062, 0.214197
110, -2.943668, -0.299830, 0.109254
111, -3.587780, -0.367678, 0.178007
112, -3.561042, -0.362878, 0.135472
113, -3.601267, -0.367569, 0.148849
114, -3.537230, -0.363521, 0.195969
115, -3.132539, -0.318213, 0.099178
116, -3.635028, -0.370838, 0.146712
117, -3.433728, -0.348343, 0.099396
118, -3.768931, -0.384233, 0.146803
